5,False
6,True
7,True
8,True
9,True
10,True
11,True
12,True
5,False
6,True
7,True
8,True
9,True
10,True
11,True
12,True
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,False
1,True
1,False
1,False
1,False
1,False
1,False
1,False
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,True
1,False
1,True
1,True
1,False
1,True
1,True
1,True
1,False
1,True
1,True
1,False
1,True
1,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
33,False
33,True
33,True
34,False
34,True
34,True
35,True
35,False
35,True
35,True
36,False
36,True
36,True
9,False
9,True
9,True
10,False
10,True
10,True
11,False
11,True
11,True
12,False
12,True
12,True
